,Unnamed: 0.1,Unnamed: 0,title,keyword,category,score,author,publisher,reviewnum
9980,2685,3631,처음부터 제대로 배우는 스프링 부트,서드 톰캣 액추에이터 라이저 디버깅 액티브,"['국내도서 > 컴퓨터/IT > 웹프로그래밍 > 웹프로그래밍일반', '국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Java', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/64/9/18/9,"마크 헤클러 저자(글) · 오시영 , 서정대 번역",한빛미디어,15.0
9981,2686,3632,명품 JAVA Programming,추상 클래스 생성자 이클립스 메소드 툴바 식별자,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Java', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",37/17/11/3/31,"황기태 , 김효수 저자(글)",생능출판,42.0
9982,2687,3633,윤성우의 열혈 C 프로그래밍,파일 입출력 연산자 차원 배열 스트림 조체 답안,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > C', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",41/23/5/1/29,윤성우 저자(글),오렌지미디어,128.0
9983,2688,3634,밑바닥부터 시작하는 딥러닝 2,인공지능 파이썬 함수 딥러닝 개선 소스 코드,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 인공지능일반', '국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",49/13/18/2/18,사이토 고키 저자(글) · 개앞맵시 번역,한빛미디어,59.0
9984,2689,3635,만들면서 배우는 인공지능 엔트리와 40개의 작품들,코드 미션 전체 결과 비디오 확인,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 인공지능일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",50/17/0/17/17,"김수연 , 전진아 , 김종렬 , 장문철 저자(글)",앤써북,7.0
9985,2690,3636,시스코 네트워킹,라우팅 프로토콜 라우터 액세스 브리지 이진수 이더넷,"['국내도서 > 컴퓨터/IT > 네트워크 > 네트워크일반 > 네트워크일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",45/18/14/5/18,진강훈 외 저자(글),성안당,23.0
9986,2691,3637,미래를 바꾼 아홉 가지 알고리즘,인공지능 기번 공개 키 암호 파인만 패러데이 다트머스,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 자료구조/알고리즘', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",46/17/17/6/14,존 맥코믹 저자(글) · 민병교 번역,에이콘출판,40.0
9987,2692,3638,이기적 SQL 개발자 기출문제 500제(2023),실무 능력 향상 수험자 동영상 강의 무료 제공 자분 용어 정리 모델링,"['국내도서 > 컴퓨터/IT > 데이터베이스 > SQL', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/86/0/0/14,"임호진 , 박종범 , 임준혁 저자(글)",영진닷컴,7.0
9988,2693,3639,머신러닝 시스템 설계,스토리지 스트림 컴퓨팅 클라우드 데이터 소스 데이터 모델,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",8/33/0/17/42,"칩 후옌 저자(글) · 김대근 , 김영민 번역",한빛미디어,13.0
9989,2694,3640,MLOps 실전 가이드,파이썬 애저 리팩토링 컴퓨팅 런타임 스턴스,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/75/0/25/0,"노아 기프트 , 알프레도 데자 저자(글) · 이장후 , 이일섭 , 서기원 번역 · 맹윤호 감수",한빛미디어,4.0
9990,2695,3641,함께 자라기,코칭 애자일 멘토링 프로그래밍 제자리걸음 하향식,"['국내도서 > 컴퓨터/IT > 개발방법론 > 개발방법론일반', '국내도서 > 컴퓨터/IT > 컴퓨터공학 > 소프트웨어공학', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",30/19/16/2/33,김창준 저자(글),인사이트,45.0
9991,2696,3642,모두의 인공지능 with 파이썬,합성곱 텐서 순환 신경망 딥 러닝 인공 신경망 개발 환경,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",27/45/9/0/18,이영호 저자(글),길벗,14.0
9992,2697,3643,UX/UI의 10가지 심리학 법칙,디자이너 피츠 경험 디자인 제이콥 토프,"['국내도서 > 컴퓨터/IT > 웹사이트 > UX/UI', '국내도서 > 컴퓨터/IT > 웹사이트 > 웹디자인', '국내도서 > 컴퓨터/IT > 웹사이트 > 웹서비스', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",15/35/12/4/35,존 야블론스키 저자(글) · 이미령 번역,책만,29.0
9993,2698,3644,진짜 쓰는 일러스트레이터,레이어 오브젝트 툴바 그레이디언트 문자 입력 비트맵 이미지,"['국내도서 > 컴퓨터/IT > 그래픽 > 일러스트레이터', '국내도서 > 컴퓨터/IT > 그래픽 > 그래픽일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",18/9/0/9/64,우디(서영열) 저자(글),제이펍,14.0
9994,2699,3645,그림과 작동 원리로 쉽게 이해하는 서버의 기초,레이어 스토리지 이더넷 라우팅 디렉터리 방화벽,"['국내도서 > 컴퓨터/IT > IT일반 > IT일반서', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",17/83/0/0/0,키하시 마사히로 저자(글) · 김모세 번역,위키북스,7.0
9995,2700,3646,"팀 개발을 위한 Git, GitHub 시작하기",브랜치 버전 관리 리퀘스트 리베 개발자 소스 코드,"['국내도서 > 컴퓨터/IT > 개발방법론 > 개발방법론일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",9/27/9/0/55,"정호영 , 진유림 저자(글)",한빛미디어,12.0
9996,2701,3647,엑셀 매크로&VBA 바이블,프로시저 방법 컨트롤 쿼리 편집기 내장 함수,"['국내도서 > 컴퓨터/IT > OA/사무자동화 > 엑셀 > 엑셀매크로/VBA', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/33/11/33/22,최준선 저자(글),한빛미디어,9.0
9997,2702,3648,리얼-타임 렌더링,리소스 매핑 필터링 텍스처 버퍼링 폐색,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 컴퓨터공학/과학개론', '국내도서 > 기술/공학 > 전기/전자 > 통신 > 정보통신공학', '국내도서 > 과학 > 물리학 > 양자역학', '국내도서 > 컴퓨터/IT > 컴퓨터공학 > 정보통신공학', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/0/0/0/0,"토마스 아케나인 몰러 , 에릭 헤인스 , 나티 호프만 , 안젤로 페스 , 미할 이와니키 , 세바스티앙 힐레르 저자(글) · 권구주 , 이은석 , 임석현 번역",에이콘출판,0.0
9998,2703,3649,Must Have 성낙현의 JSP 자바 웹 프로그래밍,서블릿 페이징 학습 마무리 내장 객체 톰캣 스턴스,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Java', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/0/0/0/100,성낙현 저자(글),골든래빗(주),1.0
9999,2704,3650,객체지향의 사실과 오해,메 서드 식별자 인터페이스 클래스 책임 데이터 타입,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > 프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",35/26/19/4/16,조영호 저자(글),위키북스,63.0
10000,2705,3651,모두의 앱 인벤터,파이썬 컴포넌트 블루투스 화면 업그레이드 디자인,"['국내도서 > 컴퓨터/IT > 모바일프로그래밍 > 모바일프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/0/25/0/75,김경민 저자(글),길벗,4.0
10001,2706,3652,시스템 소프트웨어 개발을 위한 Arm 아키텍처의 구조와 원리,명령어 핸들러 레지스터 메모리 인터럽트 오버플로,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 소프트웨어공학', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/25/0/75/0,김동현 저자(글),위키북스,4.0
10002,2707,3653,데이터 분석과 비판적 사고,베이즈 인과관계 핵심 용어 선형 회귀 연습 문제 거리,"['국내도서 > 컴퓨터/IT > 전산통계/해석 > 자료분석/빅데이터', '국내도서 > 컴퓨터/IT > 컴퓨터공학 > 자료구조/알고리즘', '국내도서 > 컴퓨터/IT > IT일반 > IT일반서', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/0/0/0/0,"에단 부에노 데 메스키타 , 앤서니 파울러 저자(글) · 임형준 번역",에이콘출판,0.0
10003,2708,3654,Do it! 데이터 과학자를 위한 실전 머신러닝,포레스트 그레이디언트 퍼셉트론 구현 되새김 제곱법,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/60/0/0/40,배기웅 저자(글),이지스퍼블리싱,5.0
10004,2709,3655,자바 ORM 표준 JPA 프로그래밍,매핑 프록시 페이징 컨텍스트 메소드 임베디드,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Java', '국내도서 > 컴퓨터/IT > 프로그래밍 언어 > 프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",28/33/6/6/28,김영한 저자(글),에이콘출판,37.0
10005,2710,3656,수학으로 이해하는 암호의 원리,암호학 전자서명 엘가 알베르티 순열 공개 키 암호,"['국내도서 > 컴퓨터/IT > 보안/해킹', '국내도서 > 과학 > 수학 > 수학일반 > 수학이론/수학철학', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",67/0/17/17/0,조슈아 홀던 저자(글) · 허성심 번역,프리렉,6.0
10006,2711,3657,오브젝트,메 서드 프레임워크 프로그래밍 추상 클래스 클래스 클래스 상속,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > 프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",41/17/14/0/28,조영호 저자(글),위키북스,30.0
10007,2712,3658,혼자 공부하는 자바,추상 클래스 생성자 스턴스 이클립스 연산자 예외 처리,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Java', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",45/23/3/2/27,신용권 저자(글),한빛미디어,70.0
10008,2713,3659,리팩터링,생성자 알고리즘 매개변수 상속 리터럴 함수 호출,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Java', '국내도서 > 컴퓨터/IT > 웹프로그래밍 > JavaScript', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",29/20/20/2/29,"마틴 파울러 저자(글) · 개앞맵시 , 남기혁 번역",한빛미디어,58.0
10009,2714,3660,도메인 주도 개발 시작하기: DDD 핵심 개념 정리부터 구현까지,밸류 매핑 식별자 컨텍스트 이벤트 핸들러 페이징,"['국내도서 > 컴퓨터/IT > 네트워크 > 네트워크일반 > Server', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",40/20/0/0/40,최범균 저자(글),한빛미디어,22.0
10010,2715,3661,Do it! 클론 코딩 트위터,라우터 깃 허브 호스팅 웹 개발 환경 설정 필터링,"['국내도서 > 컴퓨터/IT > 웹프로그래밍 > JavaScript', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",33/50/17/0/0,"니꼴라스 , 김준혁 저자(글)",이지스퍼블리싱,7.0
10011,2716,3662,구글 엔지니어는 이렇게 일한다,프레임워크 핵심 정리 버전 관리 워크플로 구글 브랜치,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 소프트웨어공학', '국내도서 > 컴퓨터/IT > 프로그래밍 언어 > 프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",10/48/10/13/19,"타이터스 윈터스 , 톰 맨쉬렉 , 하이럼 라이트 저자(글) · 개앞맵시 번역",한빛미디어,47.0
10012,2717,3663,마이크로서비스 아키텍처 구축 가이드,접근 제어 엔터 네이티브 데이터베이스 프라이즈 체크포인트,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 정보시스템', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",25/75/0/0/0,김용욱 저자(글),한빛미디어,5.0
10013,2718,3664,챗GPT와 글쓰기,소설 컨텍스트 단어 선택 요약 포털 전처리,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 인공지능일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",8/53/11/11/17,김철수 저자(글),위키북스,47.0
10014,2719,3665,언리얼 엔진 5로 만드는 나만의 3D 영화 세트,애니메이션 스턴스 휴먼 메타 스컬 컨트롤러,"['국내도서 > 컴퓨터/IT > 게임 > 게임개발 > 언리얼', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/100/0/0/0,"헨크 벤터 , 빌헬름 옥터롭 저자(글) · 김기돈 번역",에이콘출판,1.0
10015,2720,3666,규칙으로 배우는 임베디드 시스템: 회로 설계 및 PCB 설계 규칙,레이어 노이즈 아두이노 퓨리 라플라스 키르히호프,"['국내도서 > 컴퓨터/IT > OS > 임베디드', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/0/0/0/0,장선웅 저자(글),북랩,0.0
10016,2721,3667,Java의 정석: 기초편 세트,메 서드 스트림 프로그래밍 코딩 생성자 자바,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Java', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",34/28/16/9/13,남궁성 저자(글),도우출판,37.0
10017,2722,3668,쉽게 배우는 알고리즘,리디 정렬 알고리즘 매칭 라빈 복잡도 레드,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 자료구조/알고리즘', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",29/25/21/0/25,문병로 저자(글),한빛아카데미,28.0
10018,2723,3669,모두의 딥러닝,인공지능 하강법 데이터 프레임 인코딩 생성자 실제 데이터,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",10/60/10/0/20,조태호 저자(글),길벗,19.0
10019,2724,3670,파이썬 알고리즘 인터뷰,딕셔너리 알고리즘 연결 리스트 윈도우 취업 연산자,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 컴퓨터공학 > 자료구조/알고리즘', '국내도서 > 컴퓨터/IT > 프로그래밍 언어 > 프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",34/23/10/2/30,박상길 저자(글) · 정진호 그림/만화,책만,93.0
10020,2725,3671,컴퓨터 네트워킹 하향식 접근,라우팅 네트워크 계층 네트워크 보안 네트워크 관리 이동성 셀룰러,"['국내도서 > 컴퓨터/IT > 네트워크 > 네트워크일반 > 네트워크일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",43/29/0/14/14,"최종원 , 강현국 , 김기천 , 신용태 , 안상현 , 유영환 , 이원준 , 황호영 저자(글)",퍼스트북,7.0
10021,2726,3672,챗GPT & AI 31가지 실전 활용,인공지능 웹툰 실습 예제 생각 정리 아두이노 스케줄링,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 인공지능일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/59/12/12/18,"권지선 , 박지해 , 서산화 , 한지아 저자(글)",앤써북,18.0
10022,2727,3673,난생처음 데이터 분석 with 파이썬,선형 회귀분석 로지스틱 데이터베이스 관리 시스템 엑셀 파일 전처리 파일 입출력,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/0/0/0/0,"김규석 , 김주희 , 이준 저자(글)",한빛아카데미,0.0
10023,2728,3674,Do it! 쉽게 배우는 파이썬 데이터 분석,텍스트 마이닝 튜플 딕셔너리 월급 산점도 상관분석,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/62/0/8/31,김영우 저자(글),이지스퍼블리싱,18.0
10024,2729,3675,IT 엔지니어를 위한 네트워크 입문,레이어 이중화 라우터 캐스트 아키텍처 장비,"['국내도서 > 컴퓨터/IT > 네트워크 > 네트워크일반 > 네트워크일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",42/8/13/4/33,"고재성 , 이상훈 저자(글)",길벗,27.0
10025,2730,3676,딥러닝 파이토치 교과서,마르코프 자연어 처리 몬테 카를로 그래프 로지스틱 회귀,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",7/29/14/0/50,서지영 저자(글),길벗,21.0
10026,2731,3677,Do it! 쉽게 배우는 R 데이터 분석,텍스트 마이닝 빅데이터 월급 데이터분석 산점도 통계학,"['국내도서 > 컴퓨터/IT > 전산통계/해석 > 자료분석/빅데이터', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",41/29/6/2/21,김영우 저자(글),이지스퍼블리싱,149.0
10027,2732,3678,유튜브 영상 편집을 위한 파이널 컷 프로 X,서드 플러그인 클립 인스펙터 키 프레임 자막,"['국내도서 > 컴퓨터/IT > 멀티미디어 > 영상편집 > UCC/영상처리', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",29/36/0/0/36,Sera(정세영) 저자(글),제이펍,20.0
10028,2733,3679,Do it! 오토캐드 2024,레이어 캐드 기본 명령어 외부 참조 고수 실습 파일,"['국내도서 > 컴퓨터/IT > CAD > 건축CAD > AUTOCAD', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",25/50/25/0/0,박한울 저자(글),이지스퍼블리싱,5.0
10029,2734,3680,유니티 교과서,스마트폰 스크립트 작성 예제 소스 파티클 스와 룰렛,"['국내도서 > 컴퓨터/IT > 게임 > 게임개발 > 유니티', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/0/0/0/0,"기타무라 마나미 저자(글) · 김은철 , 유세라 번역",길벗,0.0
10030,2735,3681,코어 쿠버네티스,스토리지 리눅스 파드 리소스 런타임 라우팅,"['국내도서 > 컴퓨터/IT > 개발방법론 > 개발방법론일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/100/0/0/0,"제이 비아스 , 크리스 러브 저자(글) · 김영기 번역",위키북스,1.0
10031,2736,3682,SQL 첫걸음,파이썬 데이터베이스 설계 테이블 작성 트랜잭션 삭제 스칼라,"['국내도서 > 컴퓨터/IT > 데이터베이스 > SQL', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",44/33/4/0/19,아사이 아츠시 저자(글) · 박준용 번역,한빛미디어,35.0
10032,2737,3683,C++ Programming,생성자 추상 클래스 가상 함수 파일 입출력 스트림 예외 처리,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > C++', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",44/25/3/0/28,황기태 저자(글),생능출판,33.0
10033,2738,3684,포르잔 C++ 에센셜,프레임워크 표현식 생성자 오버로드 스턴스 예외 처리,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > C++', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",33/33/0/0/33,"Behrouz A. Forouzan , Richard F. Gilberg 저자(글) · 윤인성 번역",한빛아카데미,4.0
10034,2739,3685,Kotlin in Action,생성자 프로 퍼티 메소드 함수 정의 자바 언어 파라미터,"['국내도서 > 컴퓨터/IT > 모바일프로그래밍 > 모바일프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",42/13/13/4/29,"드미트리 제메로프 , 스베트라나 이사코바 저자(글) · 오현석 번역",에이콘출판,26.0
10035,2740,3686,파이썬 웹프로그래밍(실전편),페이징 코딩 제네릭 개발 템플 패키지 설치,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 웹프로그래밍 > 웹프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",60/20/10/0/10,김석훈 저자(글),한빛미디어,14.0
10036,2741,3687,사용자를 사로잡는 UX/UI 실전 가이드,인사이트 휴리스틱 프로토타입 피보나치 니티 듀오톤,"['국내도서 > 컴퓨터/IT > 웹사이트 > UX/UI', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/63/0/0/38,김성연(우디) 저자(글),루비페이퍼,9.0
10037,2742,3688,Data-Driven UX,스트림 사용자 원인 분석 휴리스틱 마우스 지니,"['국내도서 > 컴퓨터/IT > 웹사이트 > UX/UI', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",44/11/22/0/22,포그리트 저자(글),포그리트,19.0
10038,2743,3689,Do it! 알고리즘 코딩 테스트: 파이썬 편,복잡도 삽입 정렬 이직 선택 정렬 취준생 버블 정렬,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",7/14/7/21/50,김종관 저자(글),이지스퍼블리싱,20.0
10039,2744,3690,김기현의 딥러닝 부트캠프 with 파이토치,합성곱 신경망 로지스틱 회귀 워크플로 선형 회귀 순환 신경망 인코딩,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/33/0/17/50,김기현 저자(글),한빛미디어,6.0
10040,2745,3691,Do it! 지옥에서 온 문서 관리자 깃&깃허브 입문,브랜치 데브 리눅스 버전 관리 윈도우 클라우드,"['국내도서 > 컴퓨터/IT > 프로그래밍 언어 > 프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/48/19/24/10,"고경희 , 이고잉 저자(글)",이지스퍼블리싱,24.0
10041,2746,3693,코드팩토리의 플러터 프로그래밍,프레임워크 위젯 플러그인 학습 마무리 윈도우 객체 지향 프로그래밍,"['국내도서 > 컴퓨터/IT > 모바일프로그래밍 > 모바일프로그래밍일반', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",7/50/0/14/29,최지호(코드팩토리) 저자(글),골든래빗(주),15.0
10042,2747,3694,컴퓨터 비전과 딥러닝,우편번호 에이전트 에지 함수 사용 순환 신경망 사용자 인터페이스,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",100/0/0/0/0,오일석 저자(글),한빛아카데미,3.0
10043,2748,3695,쉽게 배우는 운영체제,스레드 유닉스 분산 시스템 가상 메모리 메모리 관리 파일 시스템,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 운영체제론', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/100/0/0/0,조성호 저자(글),한빛아카데미,3.0
10044,2749,3696,"Let's 태블로, 쉽게 따라하는 데이터 시각화",대시보드 필터 컨텍스트 파워 포인트 유니온 리터,"['국내도서 > 컴퓨터/IT > 전산통계/해석 > 자료분석/빅데이터', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/56/0/19/25,"최정민 , 류민호 저자(글)",생능북스,16.0
10045,2750,3697,실전! 컴퓨터비전을 위한 머신러닝,파이썬 레이어 스턴스 아키텍처 전처리 스트림,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/50/0/0/50,"발리아파 락슈마난 , 마틴 괴르너 , 라이언 길라드 저자(글) · 최용 번역",위키북스,2.0
10046,2751,3698,캐글 메달리스트가 알려주는 캐글 노하우,프레임워크 인사이트 평가 지표 이미지 데이터 데이터 전처리 데이터 생성,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 딥러닝/머신러닝', '국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",0/60/0/20/20,"김태진 , 권순환 , 김연민 , 김현우 , 명대우 , 안수빈 , 이유한 , 정성훈 저자(글)",길벗,5.0
10047,2752,3699,소프트웨어 테스팅 2,테 스팅 던트 형상 관리 프로세스 리뷰 지식 체계,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 소프트웨어공학', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",33/0/0/0/67,"권원일 , 김선준 , 정기영 저자(글)",STA,8.0
10048,2753,3700,파이썬으로 만드는 인공지능,에이전트 AI 매개변수 몬테 머신러닝 카를로,"['국내도서 > 컴퓨터/IT > 컴퓨터공학 > 인공지능 > 인공지능일반', '국내도서 > 컴퓨터/IT > 프로그래밍 언어 > Python(파이썬)', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",67/33/0/0/0,"오일석 , 이진선 저자(글)",한빛아카데미,3.0
10049,2754,3701,Real MySQL 8.0 (2권),스턴스 바이너리 파티션 스레드 리터럴 복제,"['국내도서 > 컴퓨터/IT > 데이터베이스 > SQL', '국내도서 > 컴퓨터/IT > 대학교재', '국내도서 > 대학교재 > 컴퓨터']",20/20/0/20/40,"백은빈 , 이성욱 저자(글)",위키북스,5.0
